User,Gesture Type,Random Iteration,Number Of Training Examples,Total Size Of Training Set,Training Set Contents,Candidate,Recognizer Result Gesture Type,Result,Recognizer Result Score,Recognizer Result Best Match,Recognizer Result N Best Sorted
10,X~,2,1,16,"['arrowhead~05', 'asterisk~06', 'D~05', 'exclamation_point~03', 'five_point_star~01', 'H~08', 'half_note~03', 'I~01', 'line~10', 'N~04', 'null~10', 'P~03', 'pitchfork~08', 'six_point_star~01', 'T~07', 'X~07']",['X~05'],X~,1,0.52606896453706,X~07,"[['X~07', 0.52606896453706], ['asterisk~06', 1.5137496712080263], ['P~03', 2.1485982290021646], ['H~08', 2.425472384514207], ['half_note~03', 2.59399991638977], ['D~05', 2.596631279928911], ['exclamation_point~03', 2.6318087734974833], ['six_point_star~01', 2.87301247248555], ['arrowhead~05', 2.925825551747356], ['five_point_star~01', 2.938488823102099], ['line~10', 3.143887432481155], ['N~04', 3.1777463759482996], ['T~07', 3.368791977979], ['I~01', 3.3837795346929984], ['pitchfork~08', 3.4987141621750335], ['null~10', 3.6458363008298273]]"
10,arrowhead~,1,2,32,"['arrowhead~08', 'arrowhead~02', 'asterisk~10', 'asterisk~03', 'D~04', 'D~05', 'exclamation_point~04', 'exclamation_point~09', 'five_point_star~10', 'five_point_star~07', 'H~10', 'H~04', 'half_note~10', 'half_note~04', 'I~04', 'I~06', 'line~10', 'line~09', 'N~03', 'N~06', 'null~10', 'null~04', 'P~03', 'P~09', 'pitchfork~06', 'pitchfork~01', 'six_point_star~01', 'six_point_star~10', 'T~03', 'T~09', 'X~10', 'X~03']",['arrowhead~05'],arrowhead~,1,1.1079872453658495,arrowhead~08,"[['arrowhead~08', 1.1079872453658495], ['arrowhead~02', 1.4402273058422816], ['pitchfork~06', 1.572336396920296], ['line~09', 1.933186709414428], ['line~10', 2.0346568146783985], ['pitchfork~01', 2.12453266917606], ['six_point_star~01', 2.2348170708613715], ['H~04', 2.2838978165363857], ['five_point_star~07', 2.3649973002999407], ['asterisk~10', 2.4254673673356946], ['H~10', 2.510725462065188], ['asterisk~03', 2.5117817351070597], ['D~05', 2.6127489954756813], ['N~03', 2.676813644787053], ['P~03', 2.7151609312551117], ['exclamation_point~04', 2.8064502917071743], ['exclamation_point~09', 2.857675231248507], ['D~04', 2.8837779795594884], ['I~06', 3.0325503330067023], ['T~09', 3.0621250544704255], ['T~03', 3.0971711731514504], ['six_point_star~10', 3.1425753995152133], ['I~04', 3.195389305275566], ['half_note~10', 3.2081686721130804], ['N~06', 3.2365984639839134], ['half_note~04', 3.2608371857407334], ['X~10', 3.3518399559690484], ['null~04', 3.3934496615185528], ['X~03', 3.4214379044555594], ['null~10', 3.678277265011386], ['five_point_star~10', 3.6880018285189458], ['P~09', 3.8958209697841473]]"
10,asterisk~,1,2,32,"['arrowhead~08', 'arrowhead~02', 'asterisk~10', 'asterisk~03', 'D~04', 'D~05', 'exclamation_point~04', 'exclamation_point~09', 'five_point_star~10', 'five_point_star~07', 'H~10', 'H~04', 'half_note~10', 'half_note~04', 'I~04', 'I~06', 'line~10', 'line~09', 'N~03', 'N~06', 'null~10', 'null~04', 'P~03', 'P~09', 'pitchfork~06', 'pitchfork~01', 'six_point_star~01', 'six_point_star~10', 'T~03', 'T~09', 'X~10', 'X~03']",['asterisk~06'],asterisk~,1,0.568504262571968,asterisk~10,"[['asterisk~10', 0.568504262571968], ['asterisk~03', 0.7190022859337077], ['X~03', 1.3891664020735044], ['X~10', 1.774519991028619], ['pitchfork~01', 1.8591178406650966], ['exclamation_point~04', 1.9646902336562058], ['exclamation_point~09', 2.009146120434923], ['pitchfork~06', 2.131411271188878], ['H~04', 2.175178042478568], ['arrowhead~08', 2.2292249458712075], ['half_note~10', 2.2352501998844003], ['T~03', 2.239378077512878], ['half_note~04', 2.4093896812406057], ['five_point_star~10', 2.4381311159331664], ['null~04', 2.6573090541928743], ['P~09', 2.6669620295052465], ['arrowhead~02', 2.6955221163446086], ['T~09', 2.698561286146789], ['five_point_star~07', 2.711621785257], ['P~03', 2.784409503278756], ['I~06', 2.9570769842337365], ['null~10', 3.2099185745633254], ['H~10', 3.2200884460037664], ['six_point_star~10', 3.260558510721482], ['six_point_star~01', 3.2829655939592732], ['I~04', 3.3436951730796096], ['line~09', 3.452962913448138], ['line~10', 3.522981123142161], ['N~03', 3.6377169536971583], ['D~04', 3.6555026049584365], ['D~05', 3.74606328859509], ['N~06', 4.197722576070454]]"
10,D~,1,2,32,"['arrowhead~08', 'arrowhead~02', 'asterisk~10', 'asterisk~03', 'D~04', 'D~05', 'exclamation_point~04', 'exclamation_point~09', 'five_point_star~10', 'five_point_star~07', 'H~10', 'H~04', 'half_note~10', 'half_note~04', 'I~04', 'I~06', 'line~10', 'line~09', 'N~03', 'N~06', 'null~10', 'null~04', 'P~03', 'P~09', 'pitchfork~06', 'pitchfork~01', 'six_point_star~01', 'six_point_star~10', 'T~03', 'T~09', 'X~10', 'X~03']",['D~08'],D~,1,0.7370194579761927,D~04,"[['D~04', 0.7370194579761927], ['D~05', 0.7565891477154477], ['H~10', 1.6742001714260613], ['H~04', 1.922802356249615], ['P~03', 2.137184607867223], ['N~03', 2.242285452144383], ['asterisk~03', 2.38847222254917], ['I~06', 2.495587852452947], ['I~04', 2.838944888271462], ['X~10', 2.8837786811737463], ['asterisk~10', 2.894854178054258], ['pitchfork~06', 3.040768843814745], ['N~06', 3.082511688630074], ['six_point_star~01', 3.261788844922513], ['X~03', 3.545477241349284], ['null~10', 3.5557751135633913], ['pitchfork~01', 3.5610143125265408], ['P~09', 3.5937810954494465], ['six_point_star~10', 3.6512066057285555], ['five_point_star~07', 3.941355377989132], ['null~04', 4.065607671529976], ['T~03', 4.090592718269343], ['T~09', 4.1684125333557205], ['arrowhead~08', 4.179924960494385], ['half_note~10', 4.231969574601709], ['half_note~04', 4.248032491651975], ['exclamation_point~09', 4.303318447969055], ['exclamation_point~04', 4.400117039208769], ['line~09', 4.466977778857182], ['line~10', 4.4869312282901195], ['five_point_star~10', 4.545444538120176], ['arrowhead~02', 4.554995961802513]]"
10,exclamation_point~,1,2,32,"['arrowhead~08', 'arrowhead~02', 'asterisk~10', 'asterisk~03', 'D~04', 'D~05', 'exclamation_point~04', 'exclamation_point~09', 'five_point_star~10', 'five_point_star~07', 'H~10', 'H~04', 'half_note~10', 'half_note~04', 'I~04', 'I~06', 'line~10', 'line~09', 'N~03', 'N~06', 'null~10', 'null~04', 'P~03', 'P~09', 'pitchfork~06', 'pitchfork~01', 'six_point_star~01', 'six_point_star~10', 'T~03', 'T~09', 'X~10', 'X~03']",['exclamation_point~02'],exclamation_point~,1,0.36309363514898685,exclamation_point~09,"[['exclamation_point~09', 0.36309363514898685], ['exclamation_point~04', 0.3800882533830375], ['half_note~04', 0.8409014845772242], ['half_note~10', 1.148927828140781], ['I~06', 1.8370026295065054], ['I~04', 2.094423604082395], ['T~03', 2.5383359588990255], ['asterisk~10', 2.6766243665195155], ['asterisk~03', 2.6778802029221778], ['X~10', 2.7968987531733047], ['T~09', 2.8622815510536745], ['arrowhead~08', 3.353225734877826], ['pitchfork~01', 3.3874938429949073], ['X~03', 3.3986142582998013], ['pitchfork~06', 3.482589908555821], ['five_point_star~07', 3.5991730279869842], ['five_point_star~10', 3.9226617569013236], ['D~04', 3.927356690827872], ['arrowhead~02', 4.056298943014482], ['P~03', 4.105506306521216], ['H~04', 4.145297957806004], ['D~05', 4.151120761333877], ['null~04', 4.412624795119827], ['six_point_star~01', 4.424015790843205], ['P~09', 4.452736920142416], ['six_point_star~10', 4.480117236478413], ['N~03', 4.934508093990838], ['line~09', 4.998019395396412], ['line~10', 5.099464882967369], ['H~10', 5.101548236039838], ['null~10', 5.610714678610309], ['N~06', 5.710187189913907]]"
10,five_point_star~,1,2,32,"['arrowhead~08', 'arrowhead~02', 'asterisk~10', 'asterisk~03', 'D~04', 'D~05', 'exclamation_point~04', 'exclamation_point~09', 'five_point_star~10', 'five_point_star~07', 'H~10', 'H~04', 'half_note~10', 'half_note~04', 'I~04', 'I~06', 'line~10', 'line~09', 'N~03', 'N~06', 'null~10', 'null~04', 'P~03', 'P~09', 'pitchfork~06', 'pitchfork~01', 'six_point_star~01', 'six_point_star~10', 'T~03', 'T~09', 'X~10', 'X~03']",['five_point_star~01'],five_point_star~,1,0.7873640117780933,five_point_star~10,"[['five_point_star~10', 0.7873640117780933], ['five_point_star~07', 1.1583607284185142], ['null~04', 1.7094499489593342], ['six_point_star~10', 1.7808701160093212], ['six_point_star~01', 1.8952121835711793], ['null~10', 2.166375499096389], ['pitchfork~06', 2.5504970083511647], ['pitchfork~01', 2.552889401807301], ['asterisk~10', 2.6613096486450445], ['arrowhead~08', 2.7775042622997055], ['H~04', 2.8001145303488206], ['arrowhead~02', 2.997014863691445], ['P~09', 3.053055984776801], ['X~03', 3.0762816305995244], ['P~03', 3.143051452272896], ['asterisk~03', 3.1640588006138715], ['X~10', 3.1892039098851237], ['H~10', 3.503432044027187], ['half_note~10', 3.667241908375907], ['exclamation_point~04', 3.7073165067846348], ['exclamation_point~09', 3.7277653006059848], ['line~09', 3.7953347856817814], ['line~10', 3.8470534735378896], ['N~03', 3.9212988991069917], ['half_note~04', 4.041605619873274], ['D~05', 4.417143645125158], ['D~04', 4.420945876942034], ['N~06', 4.683803850294303], ['T~03', 4.8493920662083845], ['T~09', 4.855663056357884], ['I~06', 4.98422634241772], ['I~04', 5.248485460125427]]"
10,H~,1,2,32,"['arrowhead~08', 'arrowhead~02', 'asterisk~10', 'asterisk~03', 'D~04', 'D~05', 'exclamation_point~04', 'exclamation_point~09', 'five_point_star~10', 'five_point_star~07', 'H~10', 'H~04', 'half_note~10', 'half_note~04', 'I~04', 'I~06', 'line~10', 'line~09', 'N~03', 'N~06', 'null~10', 'null~04', 'P~03', 'P~09', 'pitchfork~06', 'pitchfork~01', 'six_point_star~01', 'six_point_star~10', 'T~03', 'T~09', 'X~10', 'X~03']",['H~07'],H~,1,0.8148610382456095,H~10,"[['H~10', 0.8148610382456095], ['H~04', 0.9828822125183845], ['N~03', 1.7983229135938588], ['D~05', 1.833736191431139], ['pitchfork~06', 1.9522206288804782], ['asterisk~10', 2.108859096386276], ['N~06', 2.177421828013402], ['D~04', 2.240513000000402], ['P~03', 2.257480325925073], ['asterisk~03', 2.311710968556962], ['line~10', 2.3309401603326365], ['line~09', 2.339882486207622], ['arrowhead~02', 2.458792748231107], ['arrowhead~08', 2.4795033181203077], ['pitchfork~01', 2.625792760606775], ['X~10', 2.7336808915447413], ['X~03', 2.7399486341531025], ['P~09', 2.8635631530861607], ['null~10', 2.9600300179138763], ['five_point_star~07', 3.052331570783124], ['six_point_star~01', 3.3480926552737973], ['five_point_star~10', 3.5774439703709993], ['six_point_star~10', 3.794940864113257], ['null~04', 3.8289036373524663], ['T~09', 4.40974132280382], ['T~03', 4.440895742359003], ['exclamation_point~04', 4.572361846531322], ['exclamation_point~09', 4.577611878362659], ['I~06', 4.771419824739486], ['I~04', 5.066776128005689], ['half_note~10', 5.07894131451708], ['half_note~04', 5.348576132292401]]"
10,half_note~,1,2,32,"['arrowhead~08', 'arrowhead~02', 'asterisk~10', 'asterisk~03', 'D~04', 'D~05', 'exclamation_point~04', 'exclamation_point~09', 'five_point_star~10', 'five_point_star~07', 'H~10', 'H~04', 'half_note~10', 'half_note~04', 'I~04', 'I~06', 'line~10', 'line~09', 'N~03', 'N~06', 'null~10', 'null~04', 'P~03', 'P~09', 'pitchfork~06', 'pitchfork~01', 'six_point_star~01', 'six_point_star~10', 'T~03', 'T~09', 'X~10', 'X~03']",['half_note~07'],half_note~,1,0.6205215447886117,half_note~10,"[['half_note~10', 0.6205215447886117], ['half_note~04', 0.6743335667356326], ['exclamation_point~09', 1.0678054946219737], ['exclamation_point~04', 1.4162193163050802], ['I~06', 1.7407429980571685], ['I~04', 2.1358939349908157], ['pitchfork~01', 2.71964706900982], ['T~03', 2.8987520294444002], ['pitchfork~06', 2.9078762201985033], ['asterisk~10', 2.92310657300624], ['asterisk~03', 3.0459207661931638], ['X~10', 3.183982091237963], ['T~09', 3.277378994420375], ['five_point_star~07', 3.5374572603889334], ['arrowhead~08', 3.6079278822701006], ['arrowhead~02', 3.691422916701754], ['D~04', 3.838781567255326], ['H~04', 4.000471009294961], ['X~03', 4.062855302409961], ['five_point_star~10', 4.114101217777519], ['D~05', 4.3638175504316], ['six_point_star~01', 4.428332837431357], ['line~09', 4.483024957162238], ['line~10', 4.503818138190436], ['P~03', 4.515793217708165], ['null~04', 4.525546142048874], ['N~03', 4.765936389227662], ['six_point_star~10', 4.79615640248166], ['H~10', 4.885132416294985], ['P~09', 5.059065049907923], ['null~10', 5.339896341714453], ['N~06', 5.544180274234505]]"
10,I~,1,2,32,"['arrowhead~08', 'arrowhead~02', 'asterisk~10', 'asterisk~03', 'D~04', 'D~05', 'exclamation_point~04', 'exclamation_point~09', 'five_point_star~10', 'five_point_star~07', 'H~10', 'H~04', 'half_note~10', 'half_note~04', 'I~04', 'I~06', 'line~10', 'line~09', 'N~03', 'N~06', 'null~10', 'null~04', 'P~03', 'P~09', 'pitchfork~06', 'pitchfork~01', 'six_point_star~01', 'six_point_star~10', 'T~03', 'T~09', 'X~10', 'X~03']",['I~08'],I~,1,0.7218447283572934,I~06,"[['I~06', 0.7218447283572934], ['I~04', 0.7718569336066098], ['exclamation_point~09', 1.9677501194865936], ['half_note~04', 2.029031230950734], ['D~04', 2.106453201621719], ['exclamation_point~04', 2.155564261581699], ['half_note~10', 2.3123157217655805], ['T~03', 2.4953587648675084], ['T~09', 2.9687454044306563], ['asterisk~03', 3.1152919851063], ['D~05', 3.1374816323635946], ['X~10', 3.2330904509836906], ['asterisk~10', 3.503183383005579], ['X~03', 4.015026900608898], ['pitchfork~06', 4.02707542087111], ['pitchfork~01', 4.064026515853981], ['arrowhead~08', 4.49616748967478], ['H~04', 4.55690183760777], ['five_point_star~07', 4.646136134963503], ['N~03', 4.672323973375813], ['H~10', 4.761114771998383], ['P~03', 4.870848223898341], ['N~06', 5.329104525781054], ['P~09', 5.362116275608513], ['arrowhead~02', 5.411208282759607], ['five_point_star~10', 5.474884639539693], ['six_point_star~01', 5.600041198993099], ['six_point_star~10', 5.766116767560598], ['line~09', 5.935786121850182], ['line~10', 6.01054378635642], ['null~04', 6.092745068030293], ['null~10', 6.58906030201638]]"
10,line~,1,2,32,"['arrowhead~08', 'arrowhead~02', 'asterisk~10', 'asterisk~03', 'D~04', 'D~05', 'exclamation_point~04', 'exclamation_point~09', 'five_point_star~10', 'five_point_star~07', 'H~10', 'H~04', 'half_note~10', 'half_note~04', 'I~04', 'I~06', 'line~10', 'line~09', 'N~03', 'N~06', 'null~10', 'null~04', 'P~03', 'P~09', 'pitchfork~06', 'pitchfork~01', 'six_point_star~01', 'six_point_star~10', 'T~03', 'T~09', 'X~10', 'X~03']",['line~04'],line~,1,0.1529224502863878,line~09,"[['line~09', 0.1529224502863878], ['line~10', 0.16561811766784207], ['arrowhead~02', 1.0931906994036884], ['arrowhead~08', 1.498424874340642], ['H~10', 2.5098277596800367], ['N~03', 2.6705127563258864], ['H~04', 2.7263471284752225], ['N~06', 2.736298707594263], ['five_point_star~07', 2.9638399518236604], ['pitchfork~06', 2.9873763435704546], ['asterisk~10', 3.1565115592390756], ['pitchfork~01', 3.456878435671292], ['asterisk~03', 3.709446248678865], ['P~09', 3.8116078415110386], ['P~03', 3.8620663626754452], ['X~03', 3.9653507743606498], ['X~10', 3.967981073835105], ['five_point_star~10', 3.9956129950146355], ['null~04', 4.284375727924665], ['D~05', 4.322278192207389], ['null~10', 4.4542147649706925], ['D~04', 4.542482437617776], ['six_point_star~01', 4.609088670369574], ['exclamation_point~04', 4.716722036288086], ['exclamation_point~09', 4.852218495588801], ['six_point_star~10', 4.8541553396079], ['half_note~10', 5.477406803230196], ['T~09', 5.561438406971149], ['T~03', 5.591303710936145], ['half_note~04', 5.723515897516132], ['I~06', 5.829059239884422], ['I~04', 5.977802102389533]]"
10,N~,1,2,32,"['arrowhead~08', 'arrowhead~02', 'asterisk~10', 'asterisk~03', 'D~04', 'D~05', 'exclamation_point~04', 'exclamation_point~09', 'five_point_star~10', 'five_point_star~07', 'H~10', 'H~04', 'half_note~10', 'half_note~04', 'I~04', 'I~06', 'line~10', 'line~09', 'N~03', 'N~06', 'null~10', 'null~04', 'P~03', 'P~09', 'pitchfork~06', 'pitchfork~01', 'six_point_star~01', 'six_point_star~10', 'T~03', 'T~09', 'X~10', 'X~03']",['N~09'],N~,1,0.4295636547483309,N~06,"[['N~06', 0.4295636547483309], ['N~03', 0.5575502521342159], ['H~10', 1.8524397212303343], ['D~05', 2.101697719496558], ['D~04', 2.349433055643516], ['H~04', 2.8707007038313552], ['line~09', 2.8896086424211065], ['line~10', 2.9309372151691093], ['asterisk~10', 3.3421329520142016], ['arrowhead~02', 3.4171013817021825], ['arrowhead~08', 3.5926117968652598], ['P~03', 3.7047521976979008], ['asterisk~03', 3.7169547032100794], ['pitchfork~06', 3.731284337146915], ['P~09', 3.946017484328362], ['six_point_star~01', 4.031791005766915], ['pitchfork~01', 4.349022742689289], ['five_point_star~07', 4.392944783893642], ['I~06', 4.413466167057719], ['X~03', 4.442592669661425], ['T~03', 4.570684865152483], ['T~09', 4.62491046602517], ['X~10', 4.630011292934306], ['I~04', 4.709357091410282], ['six_point_star~10', 4.8211708656829], ['null~10', 5.140542111180498], ['exclamation_point~09', 5.235695663404885], ['null~04', 5.344406147014959], ['exclamation_point~04', 5.380575219596286], ['five_point_star~10', 5.462571522538306], ['half_note~10', 6.2706163188273605], ['half_note~04', 6.313716539665882]]"
10,null~,1,2,32,"['arrowhead~08', 'arrowhead~02', 'asterisk~10', 'asterisk~03', 'D~04', 'D~05', 'exclamation_point~04', 'exclamation_point~09', 'five_point_star~10', 'five_point_star~07', 'H~10', 'H~04', 'half_note~10', 'half_note~04', 'I~04', 'I~06', 'line~10', 'line~09', 'N~03', 'N~06', 'null~10', 'null~04', 'P~03', 'P~09', 'pitchfork~06', 'pitchfork~01', 'six_point_star~01', 'six_point_star~10', 'T~03', 'T~09', 'X~10', 'X~03']",['null~03'],null~,1,0.510069585518753,null~04,"[['null~04', 0.510069585518753], ['null~10', 0.9528558503353936], ['five_point_star~10', 1.6901873680028208], ['pitchfork~01', 1.8867707402635843], ['pitchfork~06', 1.9639411627100178], ['six_point_star~10', 1.9972787375495518], ['five_point_star~07', 2.058784967986142], ['six_point_star~01', 2.069472388918978], ['arrowhead~08', 2.729428309797781], ['P~03', 2.8192486223166053], ['P~09', 2.830768497643098], ['H~04', 2.855617431666223], ['asterisk~10', 2.959615002845618], ['asterisk~03', 3.109938866376551], ['X~03', 3.2223790929939464], ['X~10', 3.3802424806881364], ['arrowhead~02', 3.4127616212710135], ['T~09', 3.853860748640605], ['T~03', 3.913640842976172], ['line~09', 4.011240999435258], ['line~10', 4.019145618093683], ['D~05', 4.133464580821599], ['D~04', 4.190141955495549], ['exclamation_point~04', 4.239296693010234], ['half_note~10', 4.314631459938574], ['H~10', 4.396417697760017], ['exclamation_point~09', 4.467086743179023], ['N~03', 4.56230002992091], ['half_note~04', 4.627126340998171], ['N~06', 5.17617524683248], ['I~06', 5.534803502953048], ['I~04', 5.9126952320301]]"
10,P~,1,2,32,"['arrowhead~08', 'arrowhead~02', 'asterisk~10', 'asterisk~03', 'D~04', 'D~05', 'exclamation_point~04', 'exclamation_point~09', 'five_point_star~10', 'five_point_star~07', 'H~10', 'H~04', 'half_note~10', 'half_note~04', 'I~04', 'I~06', 'line~10', 'line~09', 'N~03', 'N~06', 'null~10', 'null~04', 'P~03', 'P~09', 'pitchfork~06', 'pitchfork~01', 'six_point_star~01', 'six_point_star~10', 'T~03', 'T~09', 'X~10', 'X~03']",['P~06'],P~,1,0.49121179104096524,P~03,"[['P~03', 0.49121179104096524], ['H~04', 0.9269375920738394], ['P~09', 1.5545082443293676], ['D~05', 2.288094092839933], ['asterisk~03', 2.432579832362577], ['asterisk~10', 2.644872395449955], ['H~10', 2.661771434602775], ['null~10', 2.709847011506232], ['X~10', 2.7715744463261602], ['D~04', 2.7843836680904492], ['six_point_star~01', 2.9123077523542387], ['five_point_star~07', 3.051424326197104], ['N~03', 3.075812825355671], ['pitchfork~06', 3.104019620114354], ['pitchfork~01', 3.1175786756830863], ['null~04', 3.1312384003550635], ['five_point_star~10', 3.230663504677284], ['six_point_star~10', 3.431372818431073], ['N~06', 3.4733181710308236], ['X~03', 3.543338218468262], ['arrowhead~08', 3.55193804336004], ['line~09', 3.78582300168129], ['line~10', 3.8410381288496325], ['T~03', 3.8849903236766345], ['arrowhead~02', 3.919749358271735], ['exclamation_point~04', 4.000377508972526], ['T~09', 4.0467389915125755], ['exclamation_point~09', 4.0900842357444605], ['half_note~04', 4.923415892615654], ['half_note~10', 4.95594161058243], ['I~06', 5.042118864025646], ['I~04', 5.19030402876988]]"
10,pitchfork~,1,2,32,"['arrowhead~08', 'arrowhead~02', 'asterisk~10', 'asterisk~03', 'D~04', 'D~05', 'exclamation_point~04', 'exclamation_point~09', 'five_point_star~10', 'five_point_star~07', 'H~10', 'H~04', 'half_note~10', 'half_note~04', 'I~04', 'I~06', 'line~10', 'line~09', 'N~03', 'N~06', 'null~10', 'null~04', 'P~03', 'P~09', 'pitchfork~06', 'pitchfork~01', 'six_point_star~01', 'six_point_star~10', 'T~03', 'T~09', 'X~10', 'X~03']",['pitchfork~02'],pitchfork~,1,0.7116962870425532,pitchfork~06,"[['pitchfork~06', 0.7116962870425532], ['pitchfork~01', 0.8716610775643028], ['null~10', 1.9735815193141497], ['null~04', 1.979585754879479], ['arrowhead~08', 2.202233139891094], ['H~04', 2.3300235234211994], ['five_point_star~07', 2.341467288649557], ['arrowhead~02', 2.3894867416855026], ['five_point_star~10', 2.477341599435482], ['asterisk~03', 2.6030816888609323], ['asterisk~10', 2.656935377609772], ['line~10', 2.672783781999921], ['line~09', 2.7594890035343584], ['H~10', 2.771774612162571], ['six_point_star~01', 2.897986871668239], ['P~03', 3.1455065792686336], ['P~09', 3.1914008523117983], ['half_note~10', 3.2538382488477606], ['D~05', 3.285576183396047], ['D~04', 3.2951328283430072], ['N~03', 3.30010893084036], ['T~03', 3.467068785724969], ['T~09', 3.5501599452330255], ['X~03', 3.5589833173396785], ['six_point_star~10', 3.6255628926421775], ['X~10', 3.817649147731296], ['N~06', 3.860789476148756], ['half_note~04', 3.906740590992069], ['exclamation_point~04', 4.098229568615206], ['exclamation_point~09', 4.147337932559641], ['I~06', 4.534204108810599], ['I~04', 4.5787131882650955]]"
10,six_point_star~,1,2,32,"['arrowhead~08', 'arrowhead~02', 'asterisk~10', 'asterisk~03', 'D~04', 'D~05', 'exclamation_point~04', 'exclamation_point~09', 'five_point_star~10', 'five_point_star~07', 'H~10', 'H~04', 'half_note~10', 'half_note~04', 'I~04', 'I~06', 'line~10', 'line~09', 'N~03', 'N~06', 'null~10', 'null~04', 'P~03', 'P~09', 'pitchfork~06', 'pitchfork~01', 'six_point_star~01', 'six_point_star~10', 'T~03', 'T~09', 'X~10', 'X~03']",['six_point_star~04'],six_point_star~,1,1.025886974075264,six_point_star~10,"[['six_point_star~10', 1.025886974075264], ['six_point_star~01', 1.5137272061935718], ['null~04', 1.5684419727086816], ['null~10', 1.6976034619122449], ['five_point_star~07', 1.9699078167524111], ['five_point_star~10', 2.078608517305699], ['asterisk~10', 2.399922836635696], ['X~10', 2.6547637383772864], ['asterisk~03', 2.7202170218925663], ['X~03', 2.8019018251906034], ['P~03', 3.0309928806168798], ['H~04', 3.1298396221327804], ['P~09', 3.1941649216917662], ['pitchfork~01', 3.2799076342212534], ['D~04', 3.4446384272424564], ['pitchfork~06', 3.519798119223457], ['D~05', 3.6076610244126748], ['arrowhead~08', 3.613776106783713], ['half_note~10', 3.6802474475503915], ['arrowhead~02', 4.038001544902218], ['half_note~04', 4.070985570503617], ['exclamation_point~09', 4.093521903023738], ['H~10', 4.114056433707973], ['exclamation_point~04', 4.177546210955223], ['N~03', 4.2066518251076115], ['T~09', 4.525976064041187], ['T~03', 4.563296427086711], ['I~06', 4.849154997410353], ['line~09', 4.851764118147363], ['line~10', 4.85929187072998], ['N~06', 4.913046309498796], ['I~04', 5.064458619634095]]"
10,T~,1,2,32,"['arrowhead~08', 'arrowhead~02', 'asterisk~10', 'asterisk~03', 'D~04', 'D~05', 'exclamation_point~04', 'exclamation_point~09', 'five_point_star~10', 'five_point_star~07', 'H~10', 'H~04', 'half_note~10', 'half_note~04', 'I~04', 'I~06', 'line~10', 'line~09', 'N~03', 'N~06', 'null~10', 'null~04', 'P~03', 'P~09', 'pitchfork~06', 'pitchfork~01', 'six_point_star~01', 'six_point_star~10', 'T~03', 'T~09', 'X~10', 'X~03']",['T~04'],T~,1,0.320728633911173,T~03,"[['T~03', 0.320728633911173], ['T~09', 0.5195416230009716], ['exclamation_point~04', 2.1465948935580164], ['exclamation_point~09', 2.200103013630835], ['X~03', 2.4398628692853794], ['I~06', 2.4792803324308554], ['pitchfork~01', 2.6701784721229975], ['asterisk~03', 2.699404578042924], ['pitchfork~06', 2.743768755113741], ['asterisk~10', 2.8605266985721296], ['I~04', 2.8723223405020466], ['half_note~04', 2.9591210862168347], ['half_note~10', 3.1605114978153703], ['X~10', 3.332309451415089], ['D~04', 3.562523077630165], ['D~05', 3.5831506163556153], ['arrowhead~08', 3.7771629808476384], ['P~03', 4.063671606661644], ['H~04', 4.232820613802762], ['six_point_star~01', 4.25920331957453], ['N~03', 4.262345068463963], ['null~04', 4.369377660618702], ['six_point_star~10', 4.4432349097402035], ['null~10', 4.517633896364024], ['H~10', 4.622057898364616], ['five_point_star~07', 4.676033912498322], ['N~06', 4.746945510429563], ['arrowhead~02', 4.914539053870863], ['P~09', 4.972428715876083], ['five_point_star~10', 5.247743041726479], ['line~09', 5.580462434923623], ['line~10', 5.718370166503473]]"
10,X~,1,2,32,"['arrowhead~08', 'arrowhead~02', 'asterisk~10', 'asterisk~03', 'D~04', 'D~05', 'exclamation_point~04', 'exclamation_point~09', 'five_point_star~10', 'five_point_star~07', 'H~10', 'H~04', 'half_note~10', 'half_note~04', 'I~04', 'I~06', 'line~10', 'line~09', 'N~03', 'N~06', 'null~10', 'null~04', 'P~03', 'P~09', 'pitchfork~06', 'pitchfork~01', 'six_point_star~01', 'six_point_star~10', 'T~03', 'T~09', 'X~10', 'X~03']",['X~01'],X~,1,1.0605090906587786,X~10,"[['X~10', 1.0605090906587786], ['X~03', 1.2392433187846967], ['asterisk~10', 1.4120799239318487], ['asterisk~03', 1.7249571627987488], ['six_point_star~10', 1.9079162438878545], ['H~04', 1.9485642089973763], ['P~03', 2.0420834567853974], ['exclamation_point~04', 2.29707512789798], ['H~10', 2.340296949885326], ['arrowhead~02', 2.3582076186101517], ['D~05', 2.3814999652719293], ['D~04', 2.4652483458542944], ['half_note~10', 2.5101326257650913], ['exclamation_point~09', 2.526722012227288], ['five_point_star~07', 2.6736828147439633], ['P~09', 2.6802009574035783], ['half_note~04', 2.722648655871449], ['arrowhead~08', 2.742900016249609], ['T~03', 2.808424771175055], ['six_point_star~01', 2.8423378696629156], ['five_point_star~10', 2.9127929182758403], ['N~03', 2.9271678602212505], ['line~09', 3.087589541852914], ['T~09', 3.101177143520649], ['line~10', 3.118202905117636], ['null~04', 3.2513478725187572], ['I~06', 3.505795321696579], ['I~04', 3.6105113784809517], ['pitchfork~01', 3.6358234761098545], ['N~06', 3.666102525902235], ['pitchfork~06', 3.668615907512679], ['null~10', 3.7591405204314388]]"
